D2,07/03/05,FC Cologne,Saarbrucken,3,1,H,3,0,H,1.44,3.75,6,1.45,3.9,6,1.47,3.75,6.5,1.4,3.9,6,,,,1.4,4,7.5,1.45,3.6,6.5,2.15,1.6,2.03,1.48,-1.5,,,
D2,11/03/05,Erzgebirge Aue,Erfurt,3,2,H,1,0,H,1.57,3.5,5,1.6,3.6,4.8,1.55,3.6,5.5,1.6,3.4,4.6,1.57,3.5,5,1.57,3.8,5,1.6,3.4,4.8,1.71,2,1.55,2.18,-0.5,,,
D2,11/03/05,Oberhausen,FC Cologne,0,3,A,0,2,A,4,3.4,1.72,3.8,3.4,1.8,3.6,3.2,1.95,3.2,3.1,2,3.4,3.25,1.91,3.75,3.3,1.9,3.4,3.25,1.9,1.71,2,1.74,1.9,0.5,,,
D2,11/03/05,Saarbrucken,Dresden,0,1,A,0,1,A,1.72,3.4,4,1.7,3.5,4.2,1.7,3.4,4.6,1.7,3.2,4.2,1.73,3.2,4.33,1.75,3.5,4,1.65,3.45,4.3,1.65,2.05,1.7,1.96,-0.5,,,
D2,13/03/05,Aachen,Ein Trier,2,0,H,1,0,H,1.8,3.3,3.75,1.7,3.5,4.2,1.75,3.4,4.2,1.8,3.2,3.7,,,,1.73,3.4,4.33,1.85,3.4,3.45,1.65,2.05,1.75,1.88,-0.5,,,
D2,13/03/05,Ahlen,Energie Cottbus,3,1,H,1,1,D,2.25,3.2,2.75,2.15,3.3,2.9,2.2,3.15,3,2.2,3,2.9,,,,2.15,3.2,3.1,2.25,3.25,2.7,1.75,1.95,2.2,1.54,-0.5,,,
D2,13/03/05,Essen,Karlsruhe,2,1,H,2,1,H,2.1,3.2,3,2.05,3.2,3.2,1.95,3.2,3.6,2,3.1,3.2,,,,2,3.3,3.4,2,3.2,3.2,1.75,1.95,1.95,1.69,-0.5,,,
D2,13/03/05,Unterhaching,Duisburg,0,1,A,0,1,A,2.5,3.1,2.5,2.5,3.2,2.5,2.45,3.15,2.6,2.5,3,2.5,,,,2.6,3.1,2.6,2.55,3.15,2.4,1.71,2,2.45,1.42,-0.5,,,
D2,14/03/05,TSV Munich 1860,Eintracht Frankfurt,2,1,H,1,1,D,2,3.2,3.2,1.95,3.2,3.5,1.85,3.2,3.9,1.9,3.1,3.5,1.91,3.2,3.5,1.85,3.2,4,1.9,3.2,3.5,1.71,2,1.85,1.76,-0.5,,,
D2,16/03/05,Dresden,FC Cologne,2,1,H,0,0,D,2.87,3.2,2.2,3.1,3.2,2.1,2.95,3.15,2.2,2.9,3,2.2,,,,3,3.2,2.2,3,3.2,2.1,1.65,2,1.52,2.2,0.5,,,
D2,16/03/05,Saarbrucken,Karlsruhe,3,4,A,2,2,D,1.72,3.25,4.33,1.8,3.4,3.8,1.85,3.2,3.9,2,3.1,3.2,,,,1.85,3.4,3.8,1.8,3.3,3.75,1.65,2,1.85,1.76,-0.5,,,
D2,18/03/05,Burghausen,Ahlen,1,0,H,0,0,D,1.8,3.4,3.75,1.8,3.25,4,1.8,3.25,4,1.8,3.1,3.8,1.73,3.2,4.33,1.83,3.4,4,1.85,3.3,3.6,1.85,1.85,1.8,1.79,-0.5,,,
D2,18/03/05,Duisburg,Erzgebirge Aue,1,1,D,0,1,A,1.57,3.5,5,1.55,3.55,5.35,1.57,3.65,5,1.6,3.4,4.6,1.5,3.4,6,1.57,3.75,5,1.5,3.6,5.5,1.65,2.05,1.67,1.94,-0.5,,,
D2,18/03/05,Erfurt,Ein Trier,3,0,H,2,0,H,2.2,3.2,2.8,2.3,3,2.9,2.25,3.1,2.9,2.2,3,2.9,2.25,3.1,2.8,2.3,3.2,2.9,2.35,3.1,2.65,1.75,1.95,2.25,1.5,-0.5,,
D2,20/03/05,Energie Cottbus,Unterhaching,0,0,D,0,0,D,1.8,3.4,3.75,1.9,3.2,3.65,1.8,3.25,4,1.85,3.1,3.6,,,,1.8,3.4,4,1.8,3.35,3.7,1.85,1.85,1.8,1.79,-0.5,,
D2,20/03/05,Dresden,Oberhausen,3,1,H,2,0,H,1.72,3.4,4.33,1.75,3.3,4.2,1.67,3.35,4.6,1.65,3.3,4.4,,,,1.73,3.4,4.5,1.6,3.5,4.7,1.79,1.9,1.57,2.11,-0.5,,
D2,20/03/05,FC Cologne,Essen,0,0,D,0,0,D,1.4,3.75,7,1.35,4.3,7.3,1.35,4.1,8,1.4,3.9,6,,,,1.4,4.2,7,1.4,3.75,7,1.55,2.25,1.35,2.71,-0.5,,
D2,20/03/05,Karlsruhe,TSV Munich 1860,1,1,D,0,0,D,2.8,3.2,2.2,2.8,3.1,2.3,2.9,3.1,2.25,2.7,3,2.3,,,,2.88,3.25,2.25,2.7,3.15,2.3,1.79,1.9,1.5,2.25,0.5,,
D2,20/03/05,Saarbrucken,Aachen,1,2,A,0,1,A,2.25,3.2,2.75,2.25,3.1,2.9,2.3,3.2,2.75,2.3,3.1,2.6,,,,2.3,3.25,2.8,2.35,3.1,2.65,1.79,1.9,2.3,1.48,-0.5,,
D2,21/03/05,Eintracht Frankfurt,SpVgg Greuther Fürth,1,0,H,1,0,H,1.83,3.25,3.75,1.9,3.25,3.6,1.8,3.25,4,1.75,3.2,4,1.8,3.25,3.75,1.8,3.25,4.2,1.75,3.3,4,1.65,2.05,1.8,1.79,-0.5,,
D2,01/04/05,Aachen,Erfurt,5,1,H,4,0,H,1.44,3.75,6,1.5,3.8,5.5,1.4,3.85,6.5,1.5,3.7,5,1.5,3.4,6,1.5,4,5.5,1.55,3.6,5,1.5,2.35,,,,,
D2,01/04/05,Erzgebirge Aue,Energie Cottbus,2,0,H,2,0,H,1.8,3.4,3.75,1.75,3.4,4.05,1.75,3.3,4.2,1.85,3.1,3.6,1.73,3.2,4.33,1.75,3.5,4.2,1.75,3.3,4,1.71,2,1.75,1.85,-0.5,,
D2,01/04/05,Essen,Dresden,2,1,H,2,0,H,1.9,3.2,3.5,1.9,3.35,3.5,2,3.1,3.5,2.1,3,3.1,2,3,3.4,2.1,3.2,3.25,2.1,3.2,3,1.65,2.05,1.91,1.7,-0.5,,
D2,03/04/05,Ahlen,Eintracht Frankfurt,3,2,H,2,1,H,2.7,3.2,2.3,2.75,3.2,2.3,2.9,3.15,2.25,2.8,3.1,2.2,,,,3,3.2,2.25,2.6,3.2,2.35,1.6,2.15,1.51,2.25,0.5,,
D2,03/04/05,SpVgg Greuther Fürth,Karlsruhe,1,0,H,1,0,H,1.61,3.6,4.33,1.55,3.7,5.1,1.65,3.4,4.8,1.65,3.3,4.4,,,,1.57,3.75,5,1.55,3.6,5,1.6,2.15,1.65,1.99,-0.5,,
D2,03/04/05,TSV Munich 1860,FC Cologne,0,0,D,0,0,D,2.25,3.2,2.75,2.3,3.1,2.8,2.25,3.15,2.9,2.2,3,2.9,,,,2.2,3.2,3.1,2.25,3.2,2.75,1.75,1.95,2.25,1.51,-0.5,,
D2,03/04/05,Oberhausen,Saarbrucken,3,0,H,1,0,H,2.1,3.2,3,2,3.35,3.2,2.15,3.1,3.1,2.2,3.1,2.8,,,,2.2,3.2,3.1,2.2,3.2,2.8,1.65,2.05,2.15,1.55,-0.5,,
D2,03/04/05,Unterhaching,Burghausen,0,1,A,0,1,A,1.9,3.2,3.5,1.9,3.35,3.5,1.9,3.25,3.65,2,3.1,3.2,,,,2,3.3,3.4,2.1,3.2,3,1.71,2,1.9,1.72,-0.5,,
D2,04/04/05,Ein Trier,Duisburg,1,0,H,1,0,H,2.75,3,2.37,2.8,3.2,2.25,2.8,3.1,2.33,2.6,3,2.4,2.6,3.2,2.38,3,3,2.3,2.55,3.2,2.4,1.75,1.95,1.47,2.33,0.5,,
D2,06/04/05,Erfurt,Unterhaching,2,0,H,1,0,H,2.25,3.2,2.75,2.05,3.2,3.2,2.05,3.2,3.2,2,3.2,3.1,,,,2,3.3,3.4,2,3.3,3.1,1.95,1.75,2.05,1.6,-0.5,,,
D2,06/04/05,SpVgg Greuther Fürth,Burghausen,1,1,D,0,0,D,1.61,3.5,4.5,1.6,3.6,4.8,1.65,3.5,4.5,1.7,3.2,4.2,,,,1.67,3.6,4.5,1.7,3.4,4.1,2.05,1.65,1.65,1.97,-0.5,,,
D2,06/04/05,Karlsruhe,Oberhausen,3,0,H,2,0,H,1.9,3.25,3.4,1.8,3.4,3.8,1.85,3.2,3.8,1.85,3.2,3.5,,,,1.8,3.4,4,1.8,3.4,3.6,2.05,1.65,1.85,1.74,-0.5,,,
D2,08/04/05,Energie Cottbus,Ein Trier,2,1,H,1,0,H,1.83,3.25,3.75,1.95,3.2,3.5,1.9,3.2,3.6,1.9,3.1,3.5,1.8,3.2,4,1.9,3.3,3.75,2,3.3,3.1,1.85,1.85,1.9,1.69,-0.5,,,
D2,08/04/05,Dresden,TSV Munich 1860,0,4,A,0,3,A,2.5,3.1,2.5,2.45,3.15,2.6,2.45,3.15,2.55,2.5,3,2.5,2.5,3.1,2.5,2.6,3.1,2.6,2.4,3.15,2.55,,,2.45,1.41,-0.5,,,
D2,08/04/05,Saarbrucken,Essen,0,0,D,0,0,D,2,3.2,3.2,1.9,3.25,3.6,2.05,3.2,3.2,2.1,3.2,2.9,1.91,3.2,3.5,2.1,3.2,3.25,2.1,3.3,2.9,1.7,1.9,2.05,1.6,-0.5,,,
D2,10/04/05,Burghausen,Erzgebirge Aue,2,2,D,2,1,H,2.1,3.2,3,2.2,3.15,2.95,2.15,3.2,3,2,3.1,3.2,,,,2,3.3,3.4,2,3.3,3.1,1.7,1.9,2.15,1.55,-0.5,,,
D2,10/04/05,Duisburg,Erfurt,4,0,H,2,0,H,1.36,4,7,1.35,4.2,7.5,1.35,4.2,7.5,1.4,3.9,6,,,,1.4,4,7.5,1.35,4.2,6.8,1.6,2.1,1.85,1.6,-1.5,,,
D2,10/04/05,Eintracht Frankfurt,Unterhaching,3,0,H,1,0,H,1.5,3.6,5.5,1.5,3.65,5.8,1.45,3.8,6,1.4,3.9,6,,,,1.44,4,6.5,1.45,3.8,5.8,1.65,2,2.07,1.46,-1.5,,,
D2,10/04/05,Karlsruhe,Ahlen,0,0,D,0,0,D,1.9,3.25,3.4,1.9,3.25,3.6,1.9,3.2,3.6,1.9,3.1,3.5,,,,1.83,3.4,4,1.9,3.3,3.4,1.85,1.85,1.9,1.69,-0.5,,,
D2,10/04/05,Oberhausen,Aachen,0,0,D,0,0,D,2.75,3.2,2.25,2.9,3.3,2.15,2.85,3.15,2.25,2.9,3,2.2,,,,3,3.2,2.2,2.75,3.3,2.2,1.85,1.85,1.5,2.25,0.5,,,
D2,11/04/05,FC Cologne,SpVgg Greuther Fürth,3,2,H,2,0,H,1.66,3.4,4.33,1.6,3.6,4.8,1.65,3.45,4.5,1.65,3.3,4.4,1.67,3.25,4.5,1.67,3.5,4.5,1.7,3.3,4.3,1.85,1.85,1.65,1.95,-0.5,,,
D2,15/04/05,Erfurt,Energie Cottbus,3,3,D,1,1,D,2.25,3.2,2.75,2.25,3.2,2.8,2.2,3.2,2.9,2.2,3,2.9,2.2,3.2,2.8,2.25,3.2,3,2.2,3.3,2.75,1.9,1.79,2.2,1.52,-0.5,,,
D2,15/04/05,Essen,Oberhausen,2,2,D,2,0,H,1.72,3.4,4,1.75,3.4,4.1,1.72,3.4,4.25,1.75,3.2,4,1.73,3.4,4,1.75,3.5,4,1.7,3.4,4.1,1.65,2.05,1.72,1.89,-0.5,,,
D2,15/04/05,SpVgg Greuther Fürth,Dresden,0,1,A,0,1,A,1.57,3.5,5,1.55,3.7,5.1,1.57,3.5,5.25,1.6,3.4,4.6,1.5,3.6,5.5,1.5,4,5.5,1.5,3.6,5.5,1.65,2.05,1.57,2.1,-0.5,,,
D2,17/04/05,Ahlen,FC Cologne,1,0,H,0,0,D,2.8,3.2,2.2,3,3.2,2.15,3.1,3.2,2.1,3.1,3,2.1,,,,3.25,3.2,2.1,2.85,3.25,2.15,1.71,2,1.57,2.1,0.5,,,
D2,17/04/05,Ein Trier,Burghausen,0,2,A,0,1,A,2.1,3.2,3,1.95,3.25,3.4,2,3.2,3.3,2,3.1,3.2,,,,2.2,3.2,3.1,2.05,3.3,3,1.85,1.85,2,1.62,-0.5,,
D2,17/04/05,Erzgebirge Aue,Eintracht Frankfurt,0,5,A,0,2,A,2.25,3.2,2.75,2.4,3.2,2.6,2.3,3.2,2.75,2.3,3.1,2.6,,,,2.25,3.2,3,2.2,3.3,2.75,1.65,2.05,2.3,1.48,-0.5,,
D2,17/04/05,TSV Munich 1860,Saarbrucken,1,1,D,1,0,H,1.36,4,7,1.35,4.3,7.2,1.4,4,7,1.4,3.9,6,,,,1.4,4,7.5,1.35,4,7.5,1.65,2.05,1.4,2.55,-0.5,,
D2,17/04/05,Unterhaching,Karlsruhe,2,0,H,0,0,D,1.9,3.2,3.5,1.95,3.25,3.4,1.91,3.25,3.6,2.1,3,3.1,,,,1.9,3.3,3.75,1.9,3.3,3.4,1.79,1.9,1.91,1.71,-0.5,,
D2,18/04/05,Aachen,Duisburg,0,0,D,0,0,D,2.2,3.2,2.8,2.25,3.1,2.9,2.2,3.2,2.9,2.1,3,3.1,2.2,3.2,2.8,2.2,3,3.25,2.25,3.25,2.7,1.71,2,2.2,1.52,-0.5,,
D2,22/04/05,Eintracht Frankfurt,Ein Trier,2,0,H,1,0,H,1.36,4,7,1.35,4.4,7,1.36,4.25,7.25,1.4,3.9,6,1.36,3.75,8,1.36,4.33,7.5,1.35,4.2,7,1.6,2.15,,,,,
D2,22/04/05,Essen,Aachen,0,2,A,0,1,A,2.37,3.1,2.62,2.4,3.2,2.6,2.4,3.2,2.65,2.5,3,2.5,2.4,3.25,2.5,2.5,3.25,2.5,2.45,3.25,2.45,1.75,1.95,2.45,1.43,-0.5,,
D2,22/04/05,Karlsruhe,Erzgebirge Aue,0,1,A,0,0,D,1.83,3.3,3.6,1.85,3.35,3.65,1.95,3.25,3.4,2,3.1,3.2,2,3.2,3.2,1.91,3.25,3.75,2,3.4,3,1.79,1.9,1.95,1.66,-0.5,,
D2,24/04/05,Burghausen,Erfurt,0,2,A,0,0,D,1.72,3.4,4,1.8,3.5,3.7,1.75,3.4,4,1.65,3.3,4.4,,,,1.75,3.5,4,1.6,3.5,4.6,1.71,2,1.75,1.84,-0.5,,
D2,24/04/05,Energie Cottbus,Duisburg,1,0,H,1,0,H,2.5,3.1,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.3,2.9,2.8,,,,2.5,3.25,2.5,2.5,3,2.55,1.85,1.85,2.5,1.4,-0.5,,
D2,24/04/05,Dresden,Ahlen,3,1,H,0,1,A,1.8,3.3,3.75,1.75,3.4,4.1,1.75,3.4,4,1.9,2.8,3.8,,,,1.75,3.5,4,1.7,3.5,4,1.85,1.85,1.75,1.84,-0.5,,
D2,24/04/05,Oberhausen,TSV Munich 1860,0,0,D,0,0,D,3.5,3.2,1.9,3.5,3.35,1.9,3.45,3.25,1.95,3.2,3.1,2,,,,3.4,3.3,2,2.9,3.3,2.1,1.75,1.95,1.67,1.95,0.5,,
D2,24/04/05,Saarbrucken,SpVgg Greuther Fürth,2,1,H,1,1,D,2.5,3.1,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3,2.5,,,,2.5,3.25,2.5,2.4,3.25,2.5,1.71,2,2.5,1.4,-0.5,,
D2,25/04/05,FC Cologne,Unterhaching,1,0,H,1,0,H,1.4,3.75,7,1.35,4.4,7,1.36,4.25,7.25,1.45,3.8,5.4,1.36,4,7,1.36,4.33,7.5,1.4,3.9,6.5,1.65,2.05,,,,,
D2,27/04/05,Ahlen,Burghausen,1,3,A,1,0,H,1.9,3.25,3.4,1.85,3.4,3.6,1.9,3.25,3.6,1.9,3.1,3.5,,,,1.8,3.4,4,1.7,3.5,4,1.85,1.85,1.9,1.7,-0.5,,
D2,29/04/05,Erfurt,Eintracht Frankfurt,0,3,A,0,3,A,3,3.2,2.1,3.05,3.3,2.1,2.9,3.15,2.15,2.7,3,2.3,3,3.2,2.1,3,3.2,2.2,2.75,3.15,2.25,1.65,2.05,1.51,2.15,0.5,,
D2,29/04/05,SpVgg Greuther Fürth,Oberhausen,3,2,H,3,2,H,1.61,3.5,4.5,1.65,3.8,4.1,1.65,3.5,4.3,1.7,3.4,3.9,1.67,3.4,4.33,1.67,3.8,4.2,1.65,3.4,4.5,1.65,2.05,1.65,1.93,-0.5,,,,,,,,,,,
D2,29/04/05,Unterhaching,Dresden,1,0,H,0,0,D,1.61,3.5,4.5,1.8,3.4,3.8,1.67,3.25,4.75,1.7,3.2,4.2,1.67,3.25,4.5,1.75,3.5,4,1.7,3.5,3.75,1.85,1.85,1.67,1.93,-0.5,,,,,,,,,,,
D2,01/05/05,Aachen,Energie Cottbus,4,0,H,3,0,H,1.53,3.6,5,1.65,3.35,4.8,1.65,3.4,4.6,1.6,3.4,4.6,,,,1.5,4,5.5,1.6,3.4,4.8,1.71,2,1.65,1.96,-0.5,,,,,,,,,,,
D2,01/05/05,Ahlen,Saarbrucken,2,3,A,1,0,H,1.66,3.5,4.33,1.95,3.2,3.5,1.9,3.2,3.5,1.9,3.1,3.5,,,,1.9,3.3,3.75,1.85,3.3,3.6,1.79,1.9,1.9,1.67,-0.5,,,,,,,,,,,
D2,01/05/05,Duisburg,Burghausen,4,3,H,1,3,A,1.5,3.6,5.5,1.5,3.8,5.5,1.5,3.7,5.4,1.55,3.5,4.8,,,,1.5,4,5.5,1.45,3.75,6,1.79,1.9,1.5,2.2,-0.5,,,,,,,,,,,
D2,01/05/05,Ein Trier,Karlsruhe,0,2,A,0,1,A,1.83,3.2,3.75,1.9,3.2,3.65,1.85,3.2,3.6,1.85,3.1,3.6,,,,1.9,3.3,3.75,1.8,3.4,3.6,1.85,1.85,1.85,1.69,-0.5,,,,,,,,,,,
D2,01/05/05,TSV Munich 1860,Essen,0,0,D,0,0,D,1.44,3.75,6,1.45,3.95,5.9,1.47,3.6,6,1.45,3.8,5.4,,,,1.44,4,6.5,1.45,3.75,6,1.79,1.9,2.15,1.42,-1.5,,,,,,,,,,,
D2,02/05/05,Erzgebirge Aue,FC Cologne,1,2,A,1,1,D,2.5,3.1,2.5,2.6,3.2,2.4,2.5,3.1,2.5,2.5,3,2.5,2.5,3.1,2.5,2.6,3.1,2.6,2.5,3.1,2.5,1.79,1.9,2.5,1.38,-0.5,,,,,,,,,,,
D2,06/05/05,Dresden,Erzgebirge Aue,1,0,H,1,0,H,2,3.2,3.2,2.05,3.1,3.3,2,3.2,3.35,2,3.1,3.2,,,,2,3.1,3.6,1.85,3.25,3.6,1.71,2,3.33,1.15,-1.5,,,,,,,,,,,
D2,06/05/05,FC Cologne,Ein Trier,1,2,A,0,1,A,1.57,3.5,5,1.6,3.7,4.6,1.6,3.6,4.8,1.65,3.5,4,,,,1.6,3.75,4.75,1.65,3.5,4.3,1.65,2.05,1.6,2.06,-0.5,,,,,,,,,,,
D2,06/05/05,Karlsruhe,Erfurt,2,0,H,1,0,H,1.61,3.5,4.5,1.7,3.4,4.35,1.7,3.5,4,1.7,3.2,4.2,,,,,,,1.6,3.6,4.5,1.75,1.95,1.7,1.87,-0.5,,,,,,,,,,,
D2,08/05/05,Burghausen,Energie Cottbus,0,0,D,0,0,D,2,3.2,3.2,1.95,3.25,3.45,2,3.2,3.35,2,3,3.3,,,,2,3.2,3.5,2.15,3.3,2.8,1.71,2,2,1.64,-0.5,,,,,,,,,,,
D2,08/05/05,Essen,SpVgg Greuther Fürth,0,2,A,0,0,D,2,3.2,3.2,2.1,3.3,3,2.1,3.2,3.1,1.85,3.3,3.4,,,,2,3.3,3.4,2.15,3.4,2.75,1.71,2,2.1,1.57,-0.5,,,,,,,,,,,
D2,08/05/05,TSV Munich 1860,Aachen,3,0,H,1,0,H,2,3.2,3.2,2,3.4,3.15,2.05,3.3,3.1,2.1,3.2,2.9,,,,2,3.3,3.4,2.05,3.3,3,1.75,1.95,2.05,1.6,-0.5,,,,,,,,,,,
D2,08/05/05,Oberhausen,Ahlen,2,2,D,1,1,D,2.2,3.25,2.75,2.25,3.3,2.75,2.15,3.3,2.9,2.1,3.3,2.8,,,,2.1,3.4,3,2.15,3.4,2.75,1.65,2.05,2.15,1.54,-0.5,,,,,,,,,,,
D2,08/05/05,Saarbrucken,Unterhaching,0,1,A,0,0,D,2,3,3.4,2,3.1,3.45,2.05,2.9,3.6,2,2.8,3.6,,,,2,2.9,3.8,1.95,3.15,3.4,1.79,1.9,2.05,1.61,-0.5,,,,,,,,,,,
D2,09/05/05,Eintracht Frankfurt,Duisburg,0,1,A,0,1,A,1.83,3.25,3.6,1.85,3.3,3.7,1.85,3.2,3.85,1.7,3.2,4.2,1.83,3,4,1.85,3.1,4.2,1.75,3.3,4,1.75,1.95,1.85,1.75,-0.5,,,,,,,,,,,
D2,15/05/05,Ahlen,Essen,3,1,H,0,1,A,1.9,3.25,3.4,1.95,3.4,3.25,1.95,3.4,3.3,2,3.5,2.8,1.9,3.4,3.25,2,3.4,3.25,1.85,3.5,3.35,1.95,1.71,1.95,1.67,-0.5,,,,,,,,,,,
D2,15/05/05,Burghausen,Aachen,2,3,A,0,1,A,2.75,3.2,2.25,2.5,3.1,2.6,2.45,3.2,2.55,2.2,3.3,2.6,2.6,3.2,2.37,2.5,3.25,2.5,2.3,3.4,2.5,2,1.65,2.45,1.42,-0.5,,,,,,,,,,,
D2,15/05/05,Energie Cottbus,Eintracht Frankfurt,0,3,A,0,1,A,3.6,3.25,1.83,3.4,3.25,1.95,3.45,3.25,1.95,3.2,3.1,2,3.5,3.2,1.9,3.4,3.3,2,3.4,3.15,1.95,2,1.65,1.67,1.95,0.5,,,,,,,,,,,
D2,15/05/05,Duisburg,Karlsruhe,1,4,A,0,2,A,1.66,3.4,4.33,1.8,3.4,3.8,1.8,3.4,3.85,1.9,3.4,3.2,1.8,3.25,3.75,1.75,3.5,4,1.75,3.5,3.75,1.83,1.83,1.8,1.81,-0.5,,,,,,,,,,,
D2,15/05/05,Ein Trier,Dresden,2,4,A,0,1,A,1.66,3.4,4.33,1.6,3.6,4.8,1.57,3.6,5,1.5,3.9,4.6,1.57,3.5,5,1.6,3.75,5,1.6,3.3,5,1.83,1.83,1.57,2.09,-0.5,,,,,,,,,,,
D2,15/05/05,Erfurt,FC Cologne,0,1,A,0,0,D,3.1,3.3,2,2.85,3.4,2.15,2.85,3.35,2.15,3.1,3.2,2,3,3.2,2.1,3.5,3.4,1.9,2.65,3.4,2.2,2.1,1.6,1.54,2.15,0.5,,,,,,,,,,,
D2,15/05/05,Erzgebirge Aue,Saarbrucken,2,0,H,0,0,D,1.8,3.2,4,1.85,3.05,4.1,1.85,3.1,4,1.9,2.9,3.8,1.83,3.2,3.75,1.8,3.4,4,1.9,3,3.8,2,1.65,1.85,1.75,-0.5,,,,,,,,,,,
D2,15/05/05,SpVgg Greuther Fürth,TSV Munich 1860,2,3,A,1,1,D,2.3,3.2,2.62,2.55,3.2,2.45,2.5,3.2,2.5,2.3,3.2,2.5,2.37,3.2,2.6,2.4,3.25,2.6,2.15,3.3,2.8,2,1.65,2.5,1.4,-0.5,,,,,,,,,,,
D2,15/05/05,Unterhaching,Oberhausen,0,2,A,0,2,A,1.57,3.5,5,1.65,3.5,4.5,1.65,3.5,4.55,1.6,3.5,4.4,1.57,3.5,5,1.6,3.75,5,1.6,3.15,5.5,2,1.65,1.65,1.98,-0.5,,,,,,,,,,,
D2,22/05/05,Aachen,SpVgg Greuther Fürth,0,1,A,0,0,D,1.72,3.4,4,1.7,3.4,4.35,1.8,3.4,3.8,1.8,3.2,3.7,,,,1.83,3.4,3.9,1.8,3.25,3.8,1.6,2.15,1.8,1.79,-0.5,,,,,,,,,,,
D2,22/05/05,Dresden,Erfurt,2,1,H,1,1,D,1.53,3.6,5,1.5,3.8,5.5,1.5,3.75,5.5,1.5,3.8,4.8,,,,,,,1.55,3.4,5.5,1.55,2.25,1.5,2.23,-0.5,,,,,,,,,,,
D2,22/05/05,Eintracht Frankfurt,Burghausen,3,0,H,1,0,H,1.22,5,9,1.25,5.2,8.5,1.25,5,9,1.22,4.8,9.5,,,,1.2,6,10,1.25,5,8,1.5,2.35,1.25,3.21,-0.5,,,,,,,,,,,
D2,22/05/05,Essen,Unterhaching,0,1,A,0,0,D,2.2,3.2,2.8,2.1,3.3,3,2.25,3.2,2.8,2.2,3.2,2.7,,,,2.3,3.2,2.9,2.25,3,2.87,1.65,2.05,2.25,1.49,-0.5,,,,,,,,,,,
D2,22/05/05,FC Cologne,Duisburg,4,0,H,0,0,D,1.9,3.25,3.4,1.9,3.35,3.5,1.9,3.2,3.7,1.9,3.1,3.5,,,,1.9,3.3,3.75,1.8,3.25,3.75,1.71,2,1.9,1.72,-0.5,,,,,,,,,,,
D2,22/05/05,Karlsruhe,Energie Cottbus,3,2,H,1,2,A,,,,2.7,2.7,2.7,3.1,2.3,2.8,2.6,2.4,3,,,,3,2.4,2.8,2.5,2.7,2.8,1.71,2,,,,,,,,,,,,,,
D2,22/05/05,TSV Munich 1860,Ahlen,3,4,A,2,2,D,1.53,4,4.5,1.45,5.3,4.3,1.4,5.5,4.65,1.45,4.5,4.4,,,,1.5,5.5,4,1.55,3.9,4.5,1.6,2.15,1.4,2.52,-0.5,,,,,,,,,,,
D2,22/05/05,Oberhausen,Erzgebirge Aue,1,1,D,1,0,H,2.3,3.1,2.7,2.5,3.2,2.5,2.35,3.3,2.6,2.3,3.2,2.5,,,,2.6,3.1,2.6,2.3,3.25,2.6,1.6,2.15,2.35,1.45,-0.5,,,,,,,,,,,
D2,22/05/05,Saarbrucken,Ein Trier,1,1,D,1,1,D,2.37,2.7,3,2.6,2.75,2.75,2.35,2.75,3.1,2.3,2.8,2.9,,,,2.4,2.8,3,2.4,2.8,2.85,1.71,2,2.35,1.46,-0.5,,,,,,,,,,,
