Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,,,
F1,08/02/03,Lille,Lens,0,2,A,0,1,A,2.2,3,3,2.23,3,3.1,2.3,2.7,3,2.2,3,3,2.25,3,3,2.25,2.87,3,2.15,1.55,,,
F1,08/02/03,Lyon,Troyes,0,0,D,0,0,D,1.333,4,8,1.38,4,7.8,1.4,3.7,6.5,1.25,4.5,10,1.4,3.75,7.5,1.36,3.75,8,1.85,1.75,,,
F1,08/02/03,Nice,Sochaux,2,2,D,0,1,A,1.8,3,4.2,1.87,3.15,4,1.9,2.9,3.8,1.66,3.25,4.5,1.75,3.1,4.5,1.72,3.1,4.5,1.9,1.7,,,
F1,08/02/03,Paris Saint-Germain,Montpellier,1,3,A,1,2,A,1.4,3.6,7.5,1.45,3.65,7.2,1.5,3.4,5.6,1.25,4.5,10,1.444,3.6,7,1.5,3.2,7,1.8,1.8,,,
F1,08/02/03,Stade Rennes,AS Monaco,0,0,D,0,0,D,2.7,3,2.375,2.7,3,2.5,2.7,2.8,2.5,2.5,3.2,2.5,2.8,2.9,2.4,2.62,2.9,2.5,2.05,1.6,,,
F1,08/02/03,Strasbourg,Guingamp,3,1,H,0,0,D,2,3,3.4,2,3.15,3.5,2,2.9,3.4,2.1,3.2,3,2.1,3,3.3,1.9,3.1,3.6,1.8,1.8,,,
F1,09/02/03,AJ Auxerre,Nantes,0,1,A,0,1,A,1.667,3.25,4.5,1.72,3.25,4.65,1.65,3.2,4.6,1.8,3.2,4,1.667,3.3,4.75,1.66,3.3,4.5,1.9,1.7,,,
F1,15/02/03,Nantes,Sochaux,0,1,A,0,0,D,1.8,3.1,4,1.9,3.1,4,1.75,3.1,4.2,,,,1.833,3.1,4,1.72,3.1,4.5,1.95,1.65,,,
F1,19/02/03,Troyes,Lille,2,0,H,1,0,H,2.1,3,3.2,2.15,3,3.3,2.2,3,2.9,,,,2.1,3,3.25,2.1,3,3.2,2.15,1.55,,,
F1,22/02/03,Bastia,Nice,1,1,D,1,0,H,1.8,3.1,4,1.83,3.2,4.1,1.75,3.1,4.2,1.9,3.2,3.5,1.8,3.2,4,1.72,3.2,4.33,2.05,1.6,,,
F1,22/02/03,Guingamp,Paris Saint-Germain,3,2,H,0,1,A,2.4,3,2.7,2.55,3,2.65,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3,2.625,2.7,3,2.37,2.05,1.6,,,
F1,22/02/03,Lens,Montpellier,4,0,H,2,0,H,1.667,3.1,5,1.68,3.2,5.2,1.6,3.2,5,1.5,3.4,6,1.667,3.2,5,1.61,3.3,5,1.85,1.75,,,
F1,22/02/03,Lyon,Stade Rennes,4,1,H,2,1,H,1.533,3.25,6,1.58,3.45,5.65,1.55,3.3,5.2,1.44,3.6,6.5,1.533,3.5,5.5,1.53,3.25,6,1.9,1.7,,,
F1,22/02/03,Marseille,Lille,2,0,H,1,0,H,1.5,3.4,6,1.58,3.45,5.6,1.55,3.3,5.2,1.44,3.6,6.5,1.533,3.5,5.5,1.5,3.4,6,2.05,1.6,,,
F1,22/02/03,Nantes,AC Ajaccio,1,0,H,0,0,D,1.615,3.25,5,1.68,3.2,5.2,1.6,3.2,5,1.66,3.25,4.5,1.615,3.4,5,1.61,3.1,5.5,1.95,1.65,,,
F1,22/02/03,Sedan,Bordeaux,0,1,A,0,1,A,2.5,3.1,2.5,2.6,3.05,2.55,2.6,2.8,2.6,2.5,3.2,2.5,2.6,3,2.5,2.5,3.1,2.5,1.85,1.75,,,
F1,22/02/03,Sochaux,Le Havre AC,1,0,H,0,0,D,1.727,3.1,4.5,1.73,3.25,4.6,1.7,3,4.6,1.66,3.25,4.5,1.727,3.2,4.5,1.66,3.1,5,2.05,1.6,,,
F1,22/02/03,Troyes,Strasbourg,1,0,H,1,0,H,2.2,3,3,2.2,3,3.2,2.1,2.9,3.2,2.2,3,3,2.1,3,3.25,2.1,3,3.2,2.15,1.55,,,
F1,23/02/03,AS Monaco,AJ Auxerre,3,1,H,1,0,H,1.909,3,3.75,1.95,3.1,3.75,1.9,3,3.6,2,3,3.4,1.909,3.1,3.75,1.9,3.1,3.6,1.95,1.65,,,
F1,28/02/03,Nice,Nantes,1,1,D,1,0,H,2,3,3.4,2,3.15,3.5,2.2,2.8,3.1,1.9,3.2,3.5,1.909,3.1,3.75,2,3,3.4,2.25,1.5,,,
F1,01/03/03,AC Ajaccio,Lens,0,0,D,0,0,D,2.375,3.1,2.625,2.5,3.1,2.65,2.6,2.8,2.6,2.5,2.87,2.62,2.5,3,2.6,2.6,2.8,2.6,2.15,1.55,,,
F1,01/03/03,Bordeaux,Sochaux,2,0,H,2,0,H,1.833,3,4,1.8,3.1,4.5,1.7,3.1,4.4,1.72,3.2,4.33,1.8,3.1,4.2,1.8,3.1,4,2.05,1.6,,,
F1,01/03/03,Le Havre AC,Bastia,2,0,H,1,0,H,2.2,3,3,2.3,3.1,2.9,2.3,2.9,2.8,2.4,3.25,2.5,2.25,3.1,2.875,2.25,3,2.87,2.15,1.55,,,
F1,01/03/03,Lille,AS Monaco,1,3,A,0,0,D,2.625,3.1,2.375,2.7,3.1,2.45,2.8,2.8,2.4,2.75,3,2.37,2.75,3,2.4,2.8,3,2.3,2.05,1.6,,,
F1,01/03/03,Montpellier,Guingamp,2,0,H,1,0,H,2.2,3,3,2.25,3.1,3,2.2,2.8,3.1,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3,2.8,1.95,1.65,,,
F1,01/03/03,Paris Saint-Germain,Troyes,4,2,H,1,2,A,1.615,3.25,5,1.6,3.3,5.75,1.5,3.4,5.6,1.53,3.4,5.5,1.571,3.3,5.5,1.61,3.3,5,2.05,1.6,,,
F1,01/03/03,Stade Rennes,Sedan,1,0,H,0,0,D,1.833,3,4,1.85,3.15,4.1,1.75,3.1,4.2,1.9,3.2,3.5,1.85,3.1,4,1.83,3,4,2.05,1.6,,,
F1,01/03/03,Strasbourg,Marseille,0,0,D,0,0,D,2.625,2.875,2.5,2.65,3.1,2.5,2.7,2.8,2.5,2.62,2.87,2.5,2.75,3,2.4,2.75,2.9,2.4,1.95,1.65,,,
F1,02/03/03,AJ Auxerre,Lyon,1,2,A,0,2,A,2.2,3,3,2.2,3.1,3.1,2.3,2.8,2.9,2.25,3,2.87,2.25,3,3,2.2,3,3,2.05,1.6,,,
F1,08/03/03,Bastia,Strasbourg,1,1,D,1,0,H,1.667,3.25,4.5,1.72,3.25,4.65,1.65,3.2,4.6,1.57,3.25,5.5,1.727,3.2,4.5,1.66,3.3,4.5,2.15,1.55,,,
F1,08/03/03,Lens,Nice,0,0,D,0,0,D,1.833,3,4,1.78,3.15,4.5,1.7,3.1,4.4,1.83,3,4,1.833,3,4.2,1.72,3.1,4.5,1.85,1.75,,,
F1,08/03/03,Lyon,AC Ajaccio,3,1,H,2,1,H,1.333,4,8,1.4,3.85,8,1.35,4,7,1.4,3.75,7,1.4,3.75,7.5,1.4,3.6,7.5,1.8,1.8,,,
F1,08/03/03,AS Monaco,Bordeaux,0,1,A,0,0,D,1.909,3,3.75,1.82,3.3,3.95,1.9,3,3.6,1.9,3,3.75,1.9,3,4,1.8,3.1,4,1.95,1.65,,,
F1,08/03/03,Nantes,Le Havre AC,2,0,H,1,0,H,1.667,3.25,4.5,1.72,3.25,4.6,1.65,3.2,4.6,1.72,3.2,4.33,1.727,3.2,4.5,1.66,3.1,5,2.05,1.6,,,
F1,08/03/03,Stade Rennes,AJ Auxerre,0,0,D,0,0,D,2.3,3,2.8,2.42,3.1,2.7,2.5,3,2.5,2.5,2.87,2.62,2.4,3,2.75,2.3,3,2.8,2.15,1.55,,,
F1,08/03/03,Sedan,Guingamp,2,0,H,0,0,D,2.2,3,3,2.18,3.15,3.05,2,3,3.3,2.25,3.2,2.75,2.2,3,3.1,2.1,3.1,3.1,1.9,1.7,,,
F1,08/03/03,Sochaux,Lille,2,2,D,2,0,H,1.571,3.25,5.5,1.62,3.3,5.4,1.65,3.2,4.6,1.61,3.2,5.5,1.615,3.25,5.25,1.57,3.3,5.5,2.25,1.5,,,
F1,08/03/03,Troyes,Montpellier,0,2,A,0,1,A,1.909,3,3.75,1.85,3.1,4.2,1.9,3,3.6,2,3,3.4,1.9,3.1,3.75,1.9,3,3.75,2.15,1.55,,,
F1,09/03/03,Marseille,Paris Saint-Germain,0,3,A,0,1,A,1.833,3,4,1.85,3.1,4.2,1.8,3.1,3.8,1.83,3.2,3.75,1.8,3.1,4.2,1.8,3.1,4,2.05,1.6,,,
F1,14/03/03,Lens,Nantes,0,1,A,0,0,D,2,3,3.4,1.93,3.05,3.8,2.1,2.8,3.3,2,3,3.4,1.91,3.1,3.75,1.9,3,3.75,2.05,1.6,,,
F1,14/03/03,Lille,Montpellier,2,0,H,0,0,D,2,3,3.4,2,3.05,3.6,2.1,2.8,3.3,2,3.2,3.2,2,3,3.5,2.1,2.87,3.3,1.9,1.7,,,
F1,14/03/03,Sochaux,AC Ajaccio,1,1,D,1,0,H,1.57,3.25,5.5,1.58,3.4,5.65,1.6,3.2,5,1.5,3.4,6,1.57,3.4,5.5,1.53,3.4,5.5,1.95,1.65,,,
F1,18/03/03,Guingamp,Lille,1,0,H,1,0,H,1.9,3.1,3.6,1.95,3.05,3.85,2.1,2.8,3.3,,,,1.91,3.1,3.75,1.9,3.2,3.5,2.15,1.55,,,
F1,19/03/03,Strasbourg,Bordeaux,1,1,D,0,0,D,2.62,2.87,2.5,2.7,3,2.5,2.8,2.8,2.4,,,,2.6,3,2.5,2.5,2.9,2.62,2.15,1.55,,,
F1,22/03/03,AC Ajaccio,Stade Rennes,1,0,H,0,0,D,2.1,3,3.2,2.15,3.05,3.25,2.1,2.8,3.3,2.2,3,3,2.2,3,3.1,2.2,2.8,3.2,2.25,1.5,,,
F1,22/03/03,AJ Auxerre,Lens,0,0,D,0,0,D,1.909,3,3.75,1.92,3.05,4,1.9,2.9,3.8,1.9,3,3.75,1.909,3.1,3.75,1.9,3,3.75,2.25,1.5,,,
F1,22/03/03,Bordeaux,Nantes,0,0,D,0,0,D,1.833,3,4,1.9,3.1,4,1.85,3.1,3.6,1.8,3.2,4,1.833,3.1,4,1.8,3.1,4,1.95,1.65,,,
F1,22/03/03,Guingamp,Troyes,2,0,H,0,0,D,1.833,3,4,1.85,3.2,4,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.2,4,1.8,3.25,3.8,1.95,1.65,,,
F1,22/03/03,Le Havre AC,AS Monaco,0,3,A,0,3,A,2.8,2.875,2.375,2.85,3,2.4,3.1,2.8,2.2,3,3,2.2,2.8,3,2.375,2.7,3,2.37,1.95,1.6,,,
F1,22/03/03,Lille,Bastia,1,1,D,1,0,H,2.1,3,3.2,2.1,3,3.45,2.2,2.8,3.1,1.9,3.2,3.5,2.1,3,3.25,2.1,3,3.2,1.95,1.6,,,
F1,22/03/03,Montpellier,Marseille,1,2,A,0,1,A,2.75,2.875,2.4,2.8,2.95,2.47,2.8,2.8,2.4,2.75,3,2.37,2.75,3,2.4,2.62,2.9,2.5,2.05,1.6,,,
F1,22/03/03,Paris Saint-Germain,Sedan,2,0,H,0,0,D,1.5,3.6,5.5,1.5,3.6,6.25,1.4,3.7,6.5,1.5,3.4,6,1.5,3.4,6.5,1.44,3.6,6.5,1.85,1.75,,,
F1,22/03/03,Strasbourg,Sochaux,1,3,A,0,1,A,2.1,3,3.2,2.15,2.8,3.3,2.1,2.8,3.3,2.2,3.2,2.8,2.1,3,3.25,2.1,2.87,3.3,2.15,1.55,,,
F1,23/03/03,Nice,Lyon,0,1,A,0,0,D,2.5,2.875,2.625,2.65,3,2.55,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3,2.625,2.5,2.9,2.62,1.95,1.65,,,
F1,05/04/03,AJ Auxerre,AC Ajaccio,1,0,H,0,0,D,1.667,3.25,4.5,1.62,3.35,5.35,1.6,3.2,5,1.66,3.25,4.5,1.615,3.2,5.5,1.61,3.1,5.5,1.95,1.65,,,
F1,05/04/03,Bastia,Troyes,1,1,D,1,0,H,1.615,3.25,5,1.65,3.3,5.15,1.65,3.2,4.6,1.66,3.25,4.5,1.615,3.3,5.2,1.57,3.3,5.5,1.95,1.65,,,
F1,05/04/03,Lens,Strasbourg,1,1,D,0,0,D,1.727,3.1,4.5,1.72,3.2,4.75,1.7,3.1,4.4,1.8,3.2,4,1.727,3,5,1.72,3.1,4.5,1.95,1.65,,,
F1,05/04/03,Lyon,Le Havre AC,2,1,H,1,1,D,1.364,3.75,8,1.4,4,7.35,1.35,3.8,7.5,1.4,3.75,7,1.4,3.75,7.5,1.4,3.6,7.5,1.75,1.85,,,
F1,05/04/03,Marseille,Guingamp,0,2,A,0,2,A,1.5,3.4,6,1.48,3.75,6.25,1.45,3.6,5.8,1.44,3.6,6.5,1.444,3.75,6.5,1.44,3.5,7,1.8,1.8,,,
F1,05/04/03,Nantes,Lille,1,0,H,0,0,D,1.615,3.25,5,1.63,3.25,5.35,1.65,3.2,4.6,1.61,3.25,5,1.615,3.2,5.5,1.57,3.3,5.5,1.9,1.7,,,
F1,05/04/03,Stade Rennes,Bordeaux,3,4,A,1,0,H,2.7,3,2.4,2.7,3,2.5,2.6,2.8,2.6,2.5,3.25,2.4,2.7,3.1,2.375,2.62,2.9,2.5,2.22,1.5,,,
F1,05/04/03,Sedan,Montpellier,1,2,A,1,1,D,2,3,3.4,1.97,3.1,3.65,1.9,3,3.6,2,3,3.4,2,3,3.5,1.9,3.1,3.6,1.9,1.7,,,
F1,05/04/03,Sochaux,Paris Saint-Germain,0,0,D,0,0,D,2.25,3,2.875,2.3,3.05,2.9,2.4,2.9,2.7,2.25,3,2.87,2.3,3.1,2.8,2.2,3,3,1.95,1.65,,,
F1,06/04/03,AS Monaco,Nice,0,1,A,0,0,D,1.571,3.5,5,1.55,3.5,5.75,1.6,3.2,5,1.61,3.25,5,1.571,3.4,5.5,1.57,3.3,5.5,1.85,1.75,,,
F1,08/04/03,AJ Auxerre,Sedan,3,1,H,1,0,H,1.5,3.4,6,1.57,3.25,5.5,1.55,3.4,5,1.615,3.25,5,1.5,3.5,6,1.57,3.3,5.5,2.15,1.55,,,
F1,11/04/03,Bordeaux,Lyon,0,1,A,0,0,D,2.25,3,2.875,2.25,3.05,3,2.3,2.8,2.9,2.25,3,2.875,2.25,3,3,2.2,3,3,2.05,1.6,,,
F1,12/04/03,AC Ajaccio,AS Monaco,2,4,A,0,4,A,2.8,3,2.3,3,3.1,2.25,3,2.9,2.2,3,3,2.2,3,3,2.25,3,3,2.2,2.25,1.5,,,
F1,12/04/03,Guingamp,Bastia,3,0,H,2,0,H,1.8,3.1,4,1.85,3.1,4.2,1.85,3.1,3.6,1.8,3.25,3.75,1.85,3.1,4,1.83,3,4,2.25,1.5,,,
F1,12/04/03,Le Havre AC,Stade Rennes,0,1,A,0,1,A,1.833,3,4,1.9,3.1,3.9,1.9,3,3.6,2.1,3.2,3,1.909,3.1,3.75,1.83,3,4,2.25,1.5,,,
F1,12/04/03,Lille,Sedan,0,0,D,0,0,D,1.8,3.1,4,1.8,3.2,4.2,1.8,3.1,3.8,1.9,3.2,3.5,1.8,3.1,4.2,1.8,3.1,4,2.15,1.55,,,
F1,12/04/03,Montpellier,Sochaux,0,2,A,0,1,A,2.25,3,2.875,2.25,3.05,3,2.2,2.9,3,2.37,3,2.75,2.25,3,3,2.2,3,3,2.25,1.5,,,
F1,12/04/03,Nice,AJ Auxerre,1,0,H,0,0,D,2.1,3,3.2,2.2,3,3.15,2.3,2.9,2.8,2.2,3,3,2.2,3,3.1,2.2,3,3,2.15,1.55,,,
F1,12/04/03,Paris Saint-Germain,Lens,0,1,A,0,0,D,1.727,3.1,4.5,1.75,3.2,4.6,1.75,3.1,4.2,1.61,3.25,5,1.75,3.1,4.5,1.8,2.9,4.5,2.15,1.55,,,
F1,12/04/03,Strasbourg,Nantes,2,0,H,1,0,H,2.5,3.1,2.5,2.6,3,2.6,2.7,2.9,2.4,2.4,3.25,2.5,2.5,3,2.6,2.62,2.9,2.5,2.25,1.5,,,
F1,12/04/03,Troyes,Marseille,0,0,D,0,0,D,3,3,2.2,3.2,3.1,2.15,3,2.9,2.2,2.75,3.2,2.25,3,3.1,2.2,3,3,2.2,2.15,1.55,,,
F1,19/04/03,AC Ajaccio,Bordeaux,1,6,A,0,1,A,3,3,2.2,3.2,3.1,2.15,3.1,2.8,2.2,3,3.2,2.1,3,3.1,2.2,2.87,3,2.25,2.35,1.45,,,
F1,19/04/03,AJ Auxerre,Le Havre AC,1,0,H,1,0,H,1.571,3.25,5.5,1.6,3.4,5.5,1.5,3.4,5.6,1.667,3.2,5,1.571,3.4,5.5,1.57,3.3,5.5,2.15,1.55,,,
F1,19/04/03,Bastia,Montpellier,1,2,A,0,1,A,1.833,3,4,1.9,3.05,4.05,1.9,3,3.6,1.833,3.2,3.75,1.85,3.1,4,1.83,3,4,2.15,1.55,,,
F1,19/04/03,Lyon,Lille,0,0,D,0,0,D,1.286,4.5,8,1.33,4.4,8.25,1.4,3.7,6.5,1.364,3.75,8,1.333,4,8.5,1.36,3.75,8,1.8,1.8,,,
F1,19/04/03,Nantes,Paris Saint-Germain,1,1,D,0,0,D,1.909,3,3.75,2.05,3.1,3.4,2.1,2.9,3.2,2.1,3,3.2,2,3,3.5,2,3,3.4,2.05,1.6,,,
F1,19/04/03,Stade Rennes,Nice,2,2,D,1,1,D,2.3,3,2.8,2.35,3,2.9,2.3,2.8,2.9,2.25,3,2.875,2.3,3,2.875,2.37,2.9,2.8,2.15,1.55,,,
F1,19/04/03,Sedan,Troyes,4,0,H,0,0,D,2,3,3.4,2,3.1,3.55,1.85,3.1,3.6,1.909,3.2,3.5,1.95,3.1,3.6,1.9,3.1,3.6,2.05,1.6,,,
F1,19/04/03,Sochaux,Guingamp,0,0,D,0,0,D,1.833,3.2,3.75,1.92,3.2,3.7,1.85,3.1,3.6,1.8,3.2,4,1.8,3.2,4,1.83,3.2,3.75,2.15,1.55,,,
F1,20/04/03,Lens,Marseille,0,1,A,0,1,A,2.375,3,2.7,2.4,3.1,2.75,2.3,2.8,2.9,2.25,3.2,2.75,2.4,3,2.75,2.25,3,2.87,2.05,1.6,,,
F1,20/04/03,AS Monaco,Strasbourg,2,0,H,1,0,H,1.5,3.4,6,1.45,3.7,6.9,1.4,3.7,6.5,1.4,3.75,7,1.4,3.75,7.5,1.44,3.5,7,1.85,1.75,,,
F1,03/05/03,Bordeaux,AJ Auxerre,0,1,A,0,0,D,1.8,3,4.2,1.8,3.2,4.25,1.8,3.1,3.8,1.8,3.2,4,1.8,3.2,4,1.8,3.1,4,1.9,1.75,,,
F1,03/05/03,Guingamp,Lens,1,0,H,1,0,H,1.909,3,3.75,1.95,3.1,3.75,1.9,3,3.6,1.909,3.2,3.5,2,2.875,3.75,1.9,3.1,3.6,2,1.65,,,
F1,03/05/03,Le Havre AC,AC Ajaccio,0,1,A,0,0,D,1.833,3.2,3.75,1.85,3.15,4.1,1.8,3.1,3.8,1.8,3.2,4,1.833,3.1,4,2,3,3.4,2,1.65,,,
F1,03/05/03,Lille,Stade Rennes,1,0,H,1,0,H,2,3,3.4,2.02,3,3.65,1.9,3,3.6,2,3,3.4,2,3,3.5,2,2.87,3.6,2.1,1.6,,,
F1,03/05/03,Marseille,Bastia,2,1,H,1,0,H,1.333,4,8,1.37,4,8,1.35,3.8,7.5,1.4,3.75,7,1.4,3.75,7.5,1.4,3.6,7.5,1.85,1.8,,,
F1,03/05/03,Montpellier,Nantes,1,0,H,1,0,H,2.3,3.2,2.625,2.45,3,2.75,2.4,3,2.6,2.375,3.2,2.6,2.375,3,2.75,2.3,3.1,2.75,2,1.65,,,
F1,03/05/03,Nice,Sedan,0,0,D,0,0,D,1.667,3.3,4.5,1.62,3.4,5.2,1.7,3.1,4.4,1.667,3.25,4.5,1.615,3.4,5,1.61,3.3,5,2,1.65,,,
F1,03/05/03,Strasbourg,Lyon,0,4,A,0,1,A,3.2,3.2,2,3.35,3.2,2.03,3.2,2.9,2.1,3,3.2,2.1,3.4,3.1,2,3.1,3.1,2.1,1.95,1.7,,,
F1,03/05/03,Troyes,Sochaux,0,2,A,0,0,D,2.5,3.1,2.5,2.7,3.1,2.43,,,,2.75,3.2,2.25,2.6,3.2,2.4,2.62,3.1,2.37,2,1.65,,,
F1,04/05/03,Paris Saint-Germain,AS Monaco,2,1,H,0,1,A,2.5,3.1,2.5,2.45,3.05,2.73,2.4,3,2.6,2.5,2.875,2.625,2.5,3,2.6,2.37,3.1,2.62,1.85,1.8,,,
F1,10/05/03,AC Ajaccio,Nice,2,0,H,1,0,H,2.3,3,2.8,2.33,3.1,2.85,2.3,2.9,2.8,2.4,3.25,2.5,2.3,3.1,2.8,2.4,2.9,2.75,2.35,1.45,,,
F1,10/05/03,AJ Auxerre,Lille,0,0,D,0,0,D,1.571,3.25,5.5,1.55,3.4,6,1.6,3.1,5.2,1.615,3.25,5,1.571,3.4,5.5,1.57,3.3,5.5,2.15,1.55,,,
F1,10/05/03,Bordeaux,Le Havre AC,2,0,H,2,0,H,1.444,3.6,6.5,1.45,3.75,6.75,1.4,3.7,6.5,1.5,3.4,6,1.444,3.75,6.5,1.44,3.6,6.5,2.15,1.55,,,
F1,10/05/03,Lens,Troyes,1,0,H,0,0,D,1.615,3.5,4.5,1.5,3.65,6,,,,1.444,3.6,6.5,1.571,3.4,5.5,1.53,3.4,5.5,2.05,1.6,,,
F1,10/05/03,AS Monaco,Montpellier,3,1,H,0,0,D,1.444,3.6,6.5,1.4,3.85,7.5,1.4,3.7,6.5,1.5,3.4,6,1.4,3.75,7.5,1.5,3.4,6,1.95,1.65,,,
F1,10/05/03,Nantes,Guingamp,0,4,A,0,2,A,2.1,3.2,3,2,3.15,3.5,2,2.9,3.4,2.1,3.2,3,2,3.1,3.4,1.9,3.1,3.6,2.05,1.6,,,
F1,10/05/03,Stade Rennes,Strasbourg,2,3,A,1,1,D,1.667,3.25,4.5,1.67,3.3,5,1.7,3,4.6,1.727,3.2,4.333,1.7,3.25,4.5,1.8,3.1,4,1.95,1.65,,,
F1,10/05/03,Sedan,Bastia,2,2,D,1,2,A,1.615,3.25,5,1.57,3.4,5.75,,,,1.667,3.25,4.5,1.615,3.25,5.2,1.72,3.2,4.33,1.9,1.7,,,
F1,10/05/03,Sochaux,Marseille,3,0,H,1,0,H,2.3,3.2,2.625,2.35,3.2,2.7,2.5,3,2.5,2.25,3.2,2.75,2.3,3.2,2.75,2.25,3.2,2.75,2.05,1.6,,,
F1,11/05/03,Lyon,Paris Saint-Germain,1,0,H,1,0,H,1.667,3.4,4.333,1.6,3.55,5,1.65,3.3,4.4,1.615,3.25,5,1.615,3.4,5,1.66,3.3,4.5,1.75,1.85,,,
F1,20/05/03,Bastia,Sochaux,2,2,D,1,2,A,2.75,3.2,2.25,2.75,3.2,2.27,,,,,,,2.75,3.25,2.25,,,,2.05,1.6,,,
F1,20/05/03,Guingamp,AS Monaco,3,1,H,1,0,H,2.8,3.2,2.2,2.6,3.15,2.4,3,3.3,2,2.8,3.2,2.2,2.625,3.3,2.3,,,,1.95,1.65,,,
F1,20/05/03,Le Havre AC,Lens,1,3,A,0,1,A,1.833,3.2,3.75,1.85,3.35,3.55,,,,1.909,3.2,3.5,1.8,3.25,4,,,,2.15,1.55,,,
F1,20/05/03,Lille,AC Ajaccio,2,0,H,0,0,D,1.909,2.875,4,2,2.85,4.2,,,,1.833,3,4,1.85,2.9,4.333,,,,2.05,1.6,,,
F1,20/05/03,Marseille,Sedan,4,2,H,2,0,H,1.444,3.6,6.5,1.45,3.75,6.15,1.5,3.5,5.4,1.5,3.4,6,1.444,3.75,6.5,,,,1.9,1.7,,,
F1,20/05/03,Montpellier,Lyon,1,1,D,1,1,D,3.5,3.2,1.909,3.25,3.05,2.05,3.6,2.7,2,3.75,3,1.909,3.75,3,1.909,,,,1.95,1.65,,,
F1,20/05/03,Nice,Bordeaux,1,1,D,1,0,H,2.5,3.25,2.4,2.6,3.15,2.4,,,,2.5,3.2,2.5,2.7,3.2,2.3,,,,2.15,1.55,,,
F1,20/05/03,Paris Saint-Germain,Stade Rennes,0,0,D,0,0,D,1.833,3.2,3.75,1.83,3.35,3.65,,,,1.8,3.2,4,1.8,3.4,3.75,,,,1.95,1.65,,,
F1,20/05/03,Strasbourg,AJ Auxerre,1,2,A,1,1,D,2.75,3.2,2.25,2.7,3.15,2.33,,,,2.6,3.2,2.375,2.8,3.2,2.25,,,,2.05,1.6,,,
F1,20/05/03,Troyes,Nantes,2,0,H,0,0,D,2.625,3.1,2.375,2.65,3.1,2.4,,,,2.25,3.2,2.75,2.625,3.1,2.4,,,,2.15,1.55,,,
F1,24/05/03,AC Ajaccio,Strasbourg,0,0,D,0,0,D,1.615,2.9,6,1.55,2.95,7,,,,1.5,3.6,5.5,1.533,3,7,1.57,2.87,7,,,,,
F1,24/05/03,AJ Auxerre,Paris Saint-Germain,2,0,H,2,0,H,1.615,3.5,4.5,1.55,3.7,4.7,,,,1.615,3.5,4.5,1.571,3.5,5,1.57,3.75,4.5,,,,,
F1,24/05/03,Bordeaux,Lille,2,0,H,1,0,H,1.333,4,8,1.28,4.75,7.5,,,,1.25,4.5,10,1.286,4.333,8.5,1.28,4.5,8,,,,,
F1,24/05/03,Le Havre AC,Nice,2,1,H,1,0,H,1.909,3.5,3.2,1.75,3.25,4.2,,,,2,3.4,3,1.85,3.25,3.6,1.9,3.75,3,,,,,
F1,24/05/03,Lens,Bastia,2,0,H,1,0,H,1.727,3.2,4.333,1.75,3.25,4,,,,1.615,3.25,5,1.667,3.2,4.75,1.66,3.3,4.5,,,,,
F1,24/05/03,Lyon,Guingamp,1,4,A,0,2,A,1.909,3.5,3.2,1.85,3.75,3.1,,,,1.909,3.25,3.4,1.909,3.4,3.25,2,3.6,2.87,,,,,
F1,24/05/03,AS Monaco,Troyes,6,0,H,3,0,H,1.333,3.75,9,1.27,4.5,9,,,,,,,1.3,4.2,8.5,1.4,3.6,7.5,,,,,
F1,24/05/03,Nantes,Marseille,1,0,H,0,0,D,2.75,3.2,2.25,,,,,,,3.6,3.4,1.8,2.8,3.25,2.2,2.5,3.4,2.3,,,,,
F1,24/05/03,Stade Rennes,Montpellier,3,1,H,1,1,D,1.615,3.25,5,1.5,3.15,7,,,,1.444,3.6,6.5,1.571,3.25,5.5,1.57,3.1,6,,,,,
F1,24/05/03,Sochaux,Sedan,2,1,H,1,0,H,1.615,3.6,4.333,1.6,3.7,4.3,,,,1.4,4,6.5,1.615,3.75,4.2,1.61,3.75,4.2,,,,,
