F2,11/01/05,Le Mans,Creteil,1,0,H,0,0,D,1.66,3,5.5,1.65,3,5.5,1.75,2.9,4.85,1.65,2.9,5,1.72,2.87,5,1.75,2.8,5,1.66,2.9,5.5,2.1,1.56,1.75,1.81,-0.5,,,,,,,,,,,
F2,11/01/05,Montpellier,Angers,2,1,H,0,0,D,1.72,2.9,5,1.7,3,5,1.75,2.85,5,1.6,3,5.2,1.72,2.87,5,1.75,2.9,4.75,1.66,2.9,5.5,2.1,1.56,1.75,1.82,-0.5,,,,,,,,,,,
F2,14/01/05,Angers,Dijon FCO,2,2,D,2,0,H,2.5,2.62,2.9,2.3,2.65,3.2,2.25,2.7,3.25,2.4,2.6,2.9,2.2,2.8,3.2,2.3,2.7,3.1,2.3,2.62,3.2,2.1,1.56,2.25,1.47,-0.5,,,,,,,,,,,
F2,14/01/05,Clermont,Le Havre AC,0,1,A,0,0,D,1.9,2.87,4,,,,1.9,2.9,4,1.9,2.7,4,1.8,3,4.33,1.8,2.88,4.5,1.9,2.87,4,2.2,1.51,1.9,1.68,-0.5,,,,,,,,,,,
F2,14/01/05,Creteil,Gueugnon,3,0,H,3,0,H,2.62,2.75,2.62,,,,2.4,2.7,3,2.6,2.5,2.8,2.5,2.62,2.88,2.5,2.6,2.9,2.75,2.5,2.75,2.2,1.51,2.4,1.42,-0.5,,,,,,,,,,,
F2,14/01/05,Guingamp,Sedan,4,0,H,1,0,H,2.25,2.75,3.2,2.05,2.85,3.5,2.15,2.75,3.4,2.1,2.6,3.5,2.1,3,3.2,2.2,2.75,3.25,2.2,2.75,3.25,2.1,1.56,2.15,1.52,-0.5,,,,,,,,,,,
F2,14/01/05,Lorient,Montpellier,1,2,A,0,1,A,2.2,2.8,3.2,2.25,2.8,3.1,2.2,2.75,3.3,2.2,2.6,3.2,2.1,3,3.2,2.2,2.7,3.3,2.2,2.75,3.25,1.95,1.66,2.2,1.5,-0.5,,,,,,,,,,,
F2,14/01/05,Niort,Brest,1,1,D,1,0,H,2.5,2.62,2.9,2.35,2.7,3.05,2.35,2.75,3,2.4,2.5,3,2.38,2.88,2.8,2.4,2.7,3,2.4,2.75,2.9,2.2,1.51,2.35,1.43,-0.5,,,,,,,,,,,
F2,14/01/05,Stade de Reims,Le Mans,0,1,A,0,0,D,2.1,2.75,3.5,2,2.8,3.75,2.1,2.75,3.55,2.1,2.6,3.5,2,2.88,3.6,2.1,2.75,3.5,2.1,2.75,3.5,2,1.61,2.1,1.55,-0.5,,,,,,,,,,,
F2,14/01/05,Troyes,Laval,0,2,A,0,1,A,1.72,3.1,4.5,1.7,3,5,1.7,3,5,1.65,2.9,5,1.73,2.88,5,1.7,3,5,1.66,2.9,5.5,1.8,1.8,1.7,1.88,-0.5,,,,,,,,,,,
F2,16/01/05,AS Nancy Lorraine,Chateauroux,1,1,D,1,0,H,1.72,3.1,4.5,1.65,3,5.5,1.75,2.95,4.7,1.8,2.6,4.6,1.67,2.88,5.5,1.73,2.88,5,1.72,2.9,5,2.1,1.56,1.75,1.81,-0.5,,,,,,,,,,,
F2,17/01/05,Amiens,Grenoble,0,2,A,0,0,D,1.9,2.75,4.2,2.05,2.8,3.6,2.1,2.8,3.5,2.1,2.6,3.5,2,2.88,3.6,2,2.8,3.75,1.83,2.87,4.33,2.3,1.46,2.1,1.56,-0.5,,,,,,,,,,,
F2,21/01/05,Brest,Amiens,1,1,D,1,1,D,1.9,2.8,4,1.95,2.8,4,2,2.65,4.05,2,2.6,3.8,2,2.8,3.75,2,2.75,3.8,1.9,2.75,4.2,2.2,1.51,2,1.6,-0.5,,,,,,,,,,,
F2,21/01/05,Chateauroux,Guingamp,2,0,H,0,0,D,2.1,2.62,3.75,2.05,2.6,4,2.1,2.7,3.6,2.2,2.5,3.5,2,2.7,4,2.05,2.6,4,2.05,2.6,4,2.1,1.56,2.1,1.54,-0.5,,,,,,,,,,,
F2,21/01/05,Dijon FCO,Lorient,0,0,D,0,0,D,2.1,2.75,3.5,1.9,2.75,4.3,2.1,2.7,3.6,2.1,2.7,3.3,1.91,2.88,4,2,2.75,3.8,2,2.7,4,1.95,1.65,2.1,1.54,-0.5,,,,,,,,,,,
F2,21/01/05,Gueugnon,Stade de Reims,1,1,D,1,0,H,1.9,2.8,4,1.9,2.65,4.6,1.9,2.75,4.25,2,2.6,3.8,1.91,2.7,4.33,1.91,2.7,4.33,1.9,2.62,4.5,2,1.61,1.9,1.67,-0.5,,,,,,,,,,,
F2,21/01/05,Laval,Le Mans,1,2,A,1,2,A,2.2,2.75,3.25,2.1,2.9,3.3,2.2,2.75,3.25,2.3,2.6,3,2,3,3.5,2.1,2.75,3.5,2.1,2.7,3.6,1.95,1.65,2.2,1.49,-0.5,,,,,,,,,,,
F2,21/01/05,Le Havre AC,Creteil,1,1,D,1,0,H,2,2.7,4,2,2.75,3.85,1.9,2.75,4.25,1.85,2.7,4.2,1.91,2.7,4.33,1.95,2.75,4,1.83,2.7,4.8,2.2,1.51,1.9,1.67,-0.5,,,,,,,,,,,
F2,21/01/05,Sedan,Niort,0,0,D,0,0,D,1.57,3.25,5.5,1.55,3.25,5.9,1.62,3.1,5.4,1.65,3,4.8,1.62,3,6,1.57,3.1,6,1.57,2.87,7,1.9,1.7,1.62,1.97,-0.5,,,,,,,,,,,
F2,21/01/05,Troyes,Angers,4,1,H,2,0,H,1.61,3.1,5.5,1.7,3,5,1.67,3,5.2,1.75,2.8,4.5,1.7,2.8,5.5,1.62,3.1,5.5,1.57,2.87,7,1.9,1.7,1.67,1.9,-0.5,,,,,,,,,,,
F2,23/01/05,Montpellier,AS Nancy Lorraine,1,1,D,1,1,D,2.37,2.7,3,2.15,2.8,3.35,2.2,2.75,3.25,2.2,2.6,3.2,2.2,2.8,3.2,2.2,2.75,3.25,2.2,2.7,3.3,2,1.61,2.2,1.49,-0.5,,,,,,,,,,,
F2,24/01/05,Lorient,Troyes,1,2,A,1,2,A,2.29,2.79,3,2.3,2.8,3.05,,,,,,,2.375,3,2.75,2.3,2.75,3.1,,,,,,,,,,,,,,,,,,,
F2,25/01/05,Amiens,Sedan,1,2,A,0,1,A,2.5,2.62,2.89,2.5,2.8,2.75,2.35,2.75,3,2.5,2.7,2.8,2.25,2.875,3,2.3,2.7,3.1,2.2,2.7,3.3,2.1,1.56,2.35,1.43,-0.5,,,,,,,,,,,
F2,25/01/05,Angers,Laval,0,1,A,0,0,D,2.29,2.7,3.1,2.35,2.85,2.9,2.25,2.7,3.25,2.3,2.5,3.3,2.2,2.8,3.2,2.3,2.7,3.1,2.2,2.7,3.3,1.85,1.74,2.25,1.47,-0.5,,,,,,,,,,,
F2,25/01/05,Clermont,Brest,0,0,D,0,0,D,2.25,2.7,3.25,2.25,2.75,3.2,2.25,2.7,3.25,2.3,2.5,3.3,2.2,2.75,3.25,2.2,2.7,3.3,2.2,2.7,3.3,2.1,1.56,2.25,1.47,-0.5,,,,,,,,,,,
F2,25/01/05,Creteil,Grenoble,0,0,D,0,0,D,2.29,2.7,3.1,2.25,2.75,3.2,2.2,2.75,3.3,2.3,2.6,3.1,2.25,2.875,3,2.25,2.7,3.25,2.15,2.7,3.5,2.1,1.56,2.2,1.5,-0.5,,,,,,,,,,,,
F2,25/01/05,Le Mans,Gueugnon,1,2,A,1,0,H,1.9,2.75,4.2,1.9,2.8,4.15,1.9,2.8,4.2,1.85,2.8,4.2,1.909,2.875,4,1.85,2.875,4.2,1.75,2.85,4.9,2.1,1.56,1.9,1.68,-0.5,,,,,,,,,,,,
F2,25/01/05,Niort,Chateauroux,0,0,D,0,0,D,2.62,2.62,2.75,2.55,2.65,2.85,2.65,2.7,2.65,2.5,2.7,2.8,2.5,2.75,2.75,2.625,2.7,2.7,2.7,2.6,2.7,1.95,1.66,2.65,1.34,-0.5,,,,,,,,,,,,
F2,25/01/05,Stade de Reims,Le Havre AC,3,0,H,1,0,H,1.9,2.79,4,,,,2,2.7,4,2,2.8,3.6,2,2.75,3.75,2,2.8,3.75,1.85,2.85,4.3,2.2,1.51,2,1.61,-0.5,,,,,,,,,,,,
F2,26/01/05,Guingamp,Montpellier,3,1,H,0,0,D,2,2.79,3.5,2.35,3,2.75,2.1,2.75,3.5,2.1,2.8,3.3,2.1,3,3.2,2,2.75,3.8,2,2.85,3.7,1.9,1.7,2.1,1.54,-0.5,,,,,,,,,,,,
F2,28/01/05,Angers,Lorient,2,0,H,1,0,H,2.37,2.7,3,2.35,2.75,3,2.3,2.75,3.05,2.2,2.7,3.2,2.2,2.8,3.2,2.3,2.75,3.1,2.3,2.75,3.05,,,,,,,,,,,,,,,,,
F2,28/01/05,Brest,Creteil,1,0,H,0,0,D,1.72,2.87,5,1.65,2.9,5.75,1.75,2.85,4.95,1.8,2.7,4.7,1.727,2.875,5,1.727,2.875,5,1.75,2.85,4.95,,,,,,,,,,,,,,,,,
F2,28/01/05,Chateauroux,Amiens,1,0,H,1,0,H,1.72,2.89,5,1.75,2.7,5.5,1.7,2.9,5.25,1.7,2.8,5.2,1.8,2.9,4.5,1.8,2.8,4.75,1.7,2.9,5.25,,,,,,,,,,,,,,,,,
F2,28/01/05,Le Havre AC,Le Mans,0,1,A,0,1,A,2.5,2.75,2.75,2.5,2.75,2.8,2.5,2.7,2.8,2.4,2.7,2.9,2.3,2.9,2.9,2.5,2.75,2.8,2.5,2.7,2.8,,,,,,,,,,,,,,,,,
F2,28/01/05,Sedan,Clermont,2,0,H,2,0,H,1.61,3.25,5,1.55,2.95,7.15,1.6,3.15,5.5,1.65,2.9,5.4,1.571,3.1,6,1.6,3,6,1.6,3.15,5.5,,,,,,,,,,,,,,,,,
F2,29/01/05,Montpellier,Niort,2,0,H,1,0,H,1.57,3.25,5.5,1.6,3,6.15,1.6,3.15,5.5,1.55,3,5.8,1.615,3,6,1.571,3.1,6,1.6,3.15,5.5,,,,,,,,,,,,,,,,,
F2,31/01/05,Laval,Gueugnon,1,0,H,0,0,D,2.25,2.75,3.2,2.2,2.75,3.3,2.15,2.8,3.3,2.2,2.7,3.2,2.1,2.875,3.4,2.2,2.75,3.25,2.15,2.8,3.3,,,,,,,,,,,,,,,,,
F2,04/02/05,Amiens,Montpellier,2,0,H,1,0,H,2.5,2.75,2.75,2.45,2.85,2.75,2.5,2.75,2.75,2.6,2.8,2.6,2.4,2.88,2.8,2.5,2.75,2.8,2.5,2.62,2.9,2.3,1.46,2.5,1.38,-0.5,,,,,,,,,,,,
F2,04/02/05,Clermont,Chateauroux,2,0,H,0,0,D,2.63,2.63,2.75,2.5,2.8,2.75,2.6,2.6,2.8,2.8,2.6,2.6,2.5,2.75,2.75,2.6,2.62,2.8,2.6,2.6,2.8,2.3,1.46,2.6,1.35,-0.5,,,,,,,,,,,,
F2,04/02/05,Creteil,Sedan,2,0,H,0,0,D,2.75,2.63,2.63,2.6,2.8,2.65,2.65,2.7,2.65,2.7,2.6,2.7,2.5,2.8,2.75,2.6,2.7,2.7,2.5,2.75,2.8,2.2,1.51,2.65,1.34,-0.5,,,,,,,,,,,,
F2,04/02/05,Gueugnon,Le Havre AC,1,0,H,1,0,H,1.8,2.88,4.5,1.7,2.95,5.15,1.72,2.9,5,1.75,2.8,4.8,1.7,3,5,1.75,3,4.5,1.72,2.87,5,2.2,1.51,1.72,1.84,-0.5,,,,,,,,,,,,
F2,04/02/05,Guingamp,Troyes,0,1,A,0,0,D,2.25,2.75,3.2,2.15,2.75,3.4,2.15,2.85,3.25,2.2,2.7,3.2,2.1,3,3.2,2.2,2.7,3.3,2.2,2.75,3.25,1.85,1.74,2.15,1.52,-0.5,,,,,,,,,,,,
F2,04/02/05,Le Mans,Grenoble,1,0,H,1,0,H,1.8,2.88,4.5,1.7,3,5,1.72,2.9,5,1.65,2.9,5.4,1.7,3,5,1.73,2.9,5,1.72,2.87,5,2.1,1.56,1.72,1.84,-0.5,,,,,,,,,,,,
F2,04/02/05,Lorient,Laval,1,1,D,0,1,A,2.25,2.75,3.2,2.15,2.8,3.35,2.15,2.85,3.25,2.2,2.8,3.1,2,2.9,3.6,2.2,2.75,3.25,2.2,2.75,3.25,2,1.61,2.15,1.52,-0.5,,,,,,,,,,,,
F2,04/02/05,AS Nancy Lorraine,Angers,3,1,H,1,0,H,1.5,3.4,6,1.5,3.2,7,1.5,3.5,5.8,1.4,3.5,7,1.5,3.2,7,1.5,3.4,6,1.5,3.2,7,1.9,1.7,1.5,2.18,-0.5,,,,,,,,,,,,
F2,04/02/05,Niort,Dijon FCO,0,0,D,0,0,D,2.38,2.7,3,2.4,2.8,2.85,2.4,2.7,2.95,2.3,2.6,3.1,2.2,2.8,3.2,2.3,2.7,3.1,2.25,2.75,3.2,2.3,1.46,2.4,1.41,-0.5,,,,,,,,,,,,
F2,04/02/05,Stade de Reims,Brest,0,0,D,0,0,D,2.1,2.75,3.5,2.1,2.8,3.5,2.1,2.7,3.6,2.2,2.6,3.3,1.91,3,3.75,2.1,2.7,3.6,1.9,2.87,4,2.3,1.46,2.1,1.54,-0.5,,,,,,,,,,,,
F2,08/02/05,Grenoble,Clermont,1,0,H,0,0,D,2,2.75,3.8,2.1,2.65,3.75,2.05,2.65,3.9,2.1,2.6,3.6,1.83,2.8,4.5,2,2.75,3.8,1.9,2.75,4.2,2.2,1.51,2.05,1.58,-0.5,,,,,,,,,,,,
F2,11/02/05,AS Nancy Lorraine,Dijon FCO,2,0,H,1,0,H,1.57,3.1,6,1.5,3,8.25,1.5,3.3,6.5,1.45,3.4,6.5,1.57,3,6.5,1.53,3.25,6,1.5,3.3,6.5,1.9,1.7,1.5,2.19,-0.5,,,,,,,,,,,,
F2,15/02/05,Dijon FCO,Guingamp,1,1,D,0,1,A,2.1,2.7,3.75,1.95,2.6,4.4,2.05,2.7,3.75,2.1,2.6,3.6,,,,2.1,2.7,3.6,2.05,2.7,3.75,2.2,1.51,2.05,1.57,-0.5,,,,,,,,,,,,
F2,15/02/05,Troyes,AS Nancy Lorraine,2,1,H,2,1,H,2.2,2.75,3.25,2.35,2.8,2.95,2.15,2.7,3.45,2.2,2.6,3.3,,,,2.25,2.7,3.25,2.2,2.7,3.35,2.1,1.56,2.15,1.51,-0.5,,,,,,,,,,,,
F2,18/02/05,Angers,Guingamp,1,0,H,0,0,D,2.37,2.7,3,2.3,2.75,3.1,2.4,2.65,3,2.4,2.6,3,2.25,2.8,3.1,2.4,2.7,2.9,2.3,2.7,3.1,2.1,1.56,2.4,1.41,-0.5,,,,,,,,,,,,
F2,18/02/05,Chateauroux,Creteil,2,2,D,1,2,A,1.72,2.87,5,1.7,2.85,5.5,1.7,2.85,5.4,1.65,2.9,5.4,1.7,3,5,1.73,2.8,5.2,1.66,2.87,5.5,2.3,1.46,1.7,1.87,-0.5,,,,,,,,,,,,
F2,18/02/05,Dijon FCO,Amiens,2,1,H,1,1,D,2.1,2.75,3.5,2,2.8,3.75,2.05,2.7,3.75,2.1,2.6,3.6,2,2.88,3.6,2.1,2.7,3.5,2,2.7,4,2.45,1.41,2.05,1.57,-0.5,,,,,,,,,,,,
F2,18/02/05,Grenoble,Gueugnon,2,1,H,1,1,D,2.2,2.62,3.4,2.05,2.85,3.5,2.05,2.75,3.65,2.2,2.6,3.3,2.2,2.8,3.2,2.1,2.7,3.5,2.05,2.7,3.75,2.3,1.46,2.05,1.57,-0.5,,,,,,,,,,,,
F2,18/02/05,Laval,Le Havre AC,0,1,A,0,0,D,1.66,3,5.5,1.7,3,5,1.75,2.9,4.75,1.7,2.9,4.8,1.67,2.88,5.5,1.73,2.9,5,1.72,2.87,5,2.2,1.51,1.75,1.8,-0.5,,,,,,,,,,,,
F2,18/02/05,Montpellier,Clermont,1,0,H,0,0,D,1.66,2.87,5.5,1.7,2.9,5.25,1.7,2.85,5.4,1.65,2.9,5.4,1.7,3,5,1.73,2.9,5,1.66,2.87,5.5,2.1,1.56,1.7,1.87,-0.5,,,,,,,,,,,,
F2,18/02/05,Sedan,Stade de Reims,2,0,H,0,0,D,1.72,2.87,5,1.7,2.9,5.25,1.75,2.85,5,1.8,2.7,4.7,1.7,3,5,1.67,3,5,1.66,2.87,5.5,2.3,1.46,1.75,1.82,-0.5,,,,,,,,,,,,,,
F2,18/02/05,Troyes,Niort,1,1,D,0,0,D,1.44,3.4,7,1.5,3.2,7,1.55,3.1,6.35,1.5,3.3,5.8,1.5,3.2,7,1.5,3.2,6.5,1.5,3,8,1.95,1.66,1.55,2.08,-0.5,,,,,,,,,,,,,,
F2,20/02/05,Lorient,AS Nancy Lorraine,1,1,D,0,1,A,2.75,2.8,2.5,2.8,2.75,2.5,2.7,2.75,2.55,2.7,2.7,2.6,2.9,2.8,2.4,2.7,2.75,2.5,3.1,2.6,2.4,2.1,1.56,1.36,2.55,0.5,,,,,,,,,,,,,,
F2,21/02/05,Brest,Le Mans,1,0,H,0,0,D,2.37,2.7,3,2.3,2.85,3,2.35,2.75,3,2.4,2.6,3,2.2,2.8,3.2,2.3,2.8,3,2.25,2.75,3.2,2.2,1.51,2.35,1.43,-0.5,,,,,,,,,,,,,,
F2,22/02/05,Grenoble,Stade de Reims,2,0,H,1,0,H,2,2.75,3.8,1.75,2.85,5,1.8,2.9,4.5,1.85,2.8,4.2,,,,1.91,2.75,4.2,,,,,,1.8,1.76,-0.5,,,,,,,,,,,,,,
F2,25/02/05,Amiens,Troyes,3,2,H,1,1,D,2.75,2.75,2.5,2.9,2.9,2.3,2.7,2.7,2.6,2.8,2.7,2.5,2.75,2.8,2.5,2.8,2.7,2.5,2.6,2.8,2.6,1.95,1.66,1.35,2.6,0.5,,,,,,,,,,,,,,
F2,25/02/05,Clermont,Dijon FCO,0,0,D,0,0,D,2.25,2.62,3.3,2.25,2.6,3.4,2.15,2.7,3.5,2.3,2.5,3.2,2,2.8,3.75,2.2,2.75,3.25,2.1,2.7,3.6,2.45,1.41,2.15,1.52,-0.5,,,,,,,,,,,,,,
F2,25/02/05,Gueugnon,Brest,1,0,H,1,0,H,2,2.7,4,2,2.8,3.75,1.9,2.8,4.15,2,2.6,4,1.91,2.75,4.2,1.95,2.8,4,2.3,2.7,3.1,2.45,1.41,1.9,1.67,-0.5,,,,,,,,,,,,,,
F2,25/02/05,Le Havre AC,Grenoble,2,1,H,0,1,A,2.5,2.62,2.9,2.6,2.8,2.65,2.35,2.75,3,2.4,2.7,2.9,2.2,2.75,3.25,2.38,2.62,3.1,2.3,2.7,3.1,2.3,1.46,2.35,1.43,-0.5,,,,,,,,,,,,,,
F2,25/02/05,Le Mans,Sedan,3,0,H,0,0,D,2.1,2.75,3.5,2.15,3,3.1,2.05,2.75,3.65,2.1,2.7,3.5,1.91,2.88,4,2,2.8,3.75,2,2.7,4,2.3,1.46,2.05,1.57,-0.5,,,,,,,,,,,,,,
F2,25/02/05,AS Nancy Lorraine,Laval,0,1,A,0,1,A,1.61,3.1,5.5,1.5,3.5,6,1.57,3.5,5,1.6,3.1,5.2,1.6,3,6,1.53,3.3,6,1.55,3.2,6,2,1.61,1.57,2.06,-0.5,,,,,,,,,,,,,,
F2,25/02/05,Niort,Angers,0,0,D,0,0,D,2.2,2.75,3.25,2.25,2.75,3.2,2,2.8,3.75,2,2.6,4,2,2.88,3.6,2.1,2.75,3.5,2.1,2.7,3.6,2.45,1.41,2,1.6,-0.5,,,,,,,,,,,,,,
F2,25/02/05,Stade de Reims,Chateauroux,1,1,D,0,0,D,2.37,2.7,3,2.3,2.55,3.4,2.2,2.65,3.4,2.4,2.6,3,2,2.8,3.75,2.25,2.7,3.25,1.9,2.75,4.2,2.3,1.46,2.2,1.49,-0.5,,,,,,,,,,,,,,
F2,04/03/05,Angers,Amiens,3,2,H,2,1,H,2.3,2.62,3.2,2.35,2.75,3,2.3,2.65,3.2,2.2,2.7,3.2,2,2.88,3.6,2.25,2.75,3.2,2.2,2.65,3.4,1.46,2.3,4.85,1.05,-1.5,,,,,,,,,,,,,,
F2,04/03/05,Brest,Le Havre AC,1,0,H,0,0,D,1.83,2.8,4.5,1.7,3,5,1.85,2.8,4.4,1.9,2.8,4,1.8,3,4.33,1.85,2.8,4.33,1.9,2.75,4.2,1.46,2.3,3.45,1.15,-1.5,,,,,,,,,,,,,,
F2,04/03/05,Dijon FCO,Creteil,1,0,H,0,0,D,1.83,2.8,4.5,1.7,2.85,5.5,1.85,2.8,4.4,1.9,2.8,4,1.8,2.75,5,1.83,2.8,4.5,1.85,2.7,4.7,1.46,2.3,3.45,1.15,-1.5,,,,,,,,,,,,,,
F2,04/03/05,Lorient,Niort,3,1,H,2,0,H,1.83,2.87,4.33,1.9,2.9,4,1.9,2.8,4.15,2,2.7,3.8,1.8,2.88,4.5,1.85,2.88,4.2,1.85,2.7,4.7,1.51,2.2,3.7,1.13,-1.5,,,,,,
F2,04/03/05,Montpellier,Stade de Reims,0,0,D,0,0,D,1.72,2.87,5,1.7,3,5,1.7,2.9,5.2,1.7,2.9,4.8,1.7,3,5,1.73,3,4.75,1.7,2.9,5.2,1.51,2.2,3,1.22,-1.5,,,,,,
F2,04/03/05,AS Nancy Lorraine,Guingamp,2,1,H,1,0,H,1.66,3.1,5,1.5,3.3,6,1.65,3.1,5.1,1.6,3,5.6,1.6,3,6,1.62,3.1,5.5,1.6,3,6,1.56,2.1,2.75,1.26,-1.5,,,,,,
F2,04/03/05,Sedan,Gueugnon,3,0,H,2,0,H,1.9,2.75,4.2,1.9,2.9,4,1.9,2.8,4.15,1.85,2.8,4.2,1.8,2.88,4.5,1.83,2.8,4.5,1.9,2.75,4.2,1.51,2.2,3.7,1.13,-1.5,,,,,,
F2,05/03/05,Laval,Grenoble,3,1,H,1,0,H,2.1,2.75,3.5,2.1,2.9,3.3,2.1,2.75,3.5,2,2.7,3.8,1.91,2.88,4,2.05,2.8,3.6,2,2.7,3.9,1.51,2.2,4.25,1.08,-1.5,,,,,,
F2,07/03/05,Chateauroux,Le Mans,1,3,A,1,2,A,2.25,2.62,3.3,2.25,2.75,3.2,2.25,2.65,3.3,2.2,2.6,3.3,2,2.88,3.6,2.2,2.75,3.25,2.15,2.65,3.5,1.46,2.3,4.85,1.05,-1.5,,,,,,
F2,11/03/05,Amiens,Lorient,0,0,D,0,0,D,2.1,2.75,3.5,2.1,2.8,3.5,2,2.8,3.7,2.1,2.7,3.5,1.8,2.9,4.5,2,2.75,3.8,1.95,2.7,4.2,2.2,1.51,2,1.59,-0.5,,,,,,
F2,11/03/05,Clermont,Angers,0,0,D,0,0,D,2.1,2.75,3.5,2.1,2.7,3.65,2,2.7,3.8,2.1,2.8,3.3,2,2.9,3.6,2.1,2.75,3.5,2,2.7,3.9,2.45,1.41,2,1.58,-0.5,,,,,,
F2,11/03/05,Grenoble,Brest,0,2,A,0,1,A,2.1,2.75,3.5,2,2.8,3.75,1.95,2.8,3.9,2,2.7,3.8,1.8,2.9,4.5,1.91,2.75,4.2,1.9,2.75,4.2,2.45,1.41,1.95,1.63,-0.5,,,,,,
F2,11/03/05,Gueugnon,Chateauroux,1,3,A,0,1,A,2,2.8,3.75,1.95,2.8,4,1.95,2.8,3.9,2,2.7,3.8,1.9,2.9,4,2,2.75,3.8,1.9,2.75,4.2,2.3,1.46,1.95,1.63,-0.5,,,,,,
F2,11/03/05,Guingamp,Laval,2,1,H,0,1,A,2.1,2.7,3.6,2.15,2.8,3.35,2.05,2.75,3.6,2.2,2.7,3.2,2,2.8,3.75,2.1,2.7,3.6,2.05,2.7,3.7,2.1,1.56,2.05,1.56,-0.5,,,,,,
F2,11/03/05,Le Havre AC,Sedan,0,0,D,0,0,D,2.62,2.75,2.62,2.65,2.7,2.7,2.35,2.75,2.9,2.5,2.8,2.7,2.3,2.8,3,2.4,2.7,3,2.4,2.65,3,2.3,1.46,2.35,1.41,-0.5,,,,,,
F2,11/03/05,Le Mans,Montpellier,2,0,H,1,0,H,1.83,2.87,4.33,1.8,2.9,4.5,1.8,2.9,4.3,1.9,2.8,4,1.9,2.9,4,1.83,2.8,4.5,1.8,2.8,4.7,2.2,1.51,1.8,1.73,-0.5,,,,,,
F2,11/03/05,Niort,AS Nancy Lorraine,1,2,A,1,1,D,3,2.8,2.3,3.2,2.75,2.25,2.9,2.75,2.4,2.9,2.7,2.4,3,2.8,2.3,3.2,2.7,2.25,3.1,2.7,2.3,2.45,1.41,1.41,2.4,0.5,,,,,,
F2,11/03/05,Stade de Reims,Dijon FCO,0,5,A,0,2,A,2.2,2.75,3.25,2.15,2.75,3.4,2,2.75,3.8,2.3,2.6,3.1,1.9,2.9,4,2.1,2.75,3.5,2.15,2.7,3.5,2.45,1.41,2,1.6,-0.5,,,,,,
F2,14/03/05,Creteil,Troyes,0,1,A,0,0,D,2.8,2.7,2.5,2.75,2.7,2.5,2.75,2.75,2.5,2.6,2.7,2.7,2.7,2.8,2.5,2.8,2.7,2.5,2.85,2.65,2.5,2.1,1.56,1.38,2.5,0.5,,,,,,
F2,14/03/05,Guingamp,Lorient,1,1,D,0,0,D,1.83,2.8,4.5,1.95,2.75,3.9,1.91,2.7,4.3,1.9,2.7,4.2,1.8,3,4.33,2,2.8,3.75,1.85,2.8,4.35,,,1.91,1.66,-0.5,,,,,,,,,,,,
F2,18/03/05,Angers,Creteil,1,1,D,0,1,A,1.83,2.87,4.33,1.95,2.6,4.4,1.85,2.75,4.6,1.9,2.7,4.2,1.8,2.9,4.5,1.8,2.75,4.8,1.8,2.85,4.5,2.3,1.46,1.85,1.72,-0.5,,,,,,,,,,,,
F2,18/03/05,Chateauroux,Le Havre AC,4,1,H,2,0,H,1.8,2.87,4.5,1.8,2.75,5,1.75,2.9,4.85,1.75,2.9,4.6,1.8,2.9,4.5,1.75,2.9,4.75,1.75,2.9,4.75,2.2,1.51,1.75,1.81,-0.5,,,,,,,,,,,,
F2,18/03/05,Dijon FCO,Le Mans,0,2,A,0,1,A,2.4,2.75,2.87,2.2,2.8,3.2,2.35,2.75,3,2.4,2.8,2.8,2.25,2.9,3,2.4,2.75,2.9,2.35,2.85,2.85,2.3,1.46,2.35,1.43,-0.5,,,,,,,,,,,,
F2,18/03/05,Guingamp,Niort,3,1,H,0,0,D,1.66,3,5.5,1.7,3,5,1.65,3.1,5.2,1.65,3,5,1.6,3,6,1.67,3.1,5,1.65,3.05,5.2,2.1,1.56,1.65,1.94,-0.5,,,,,,,,,,,,
F2,18/03/05,Laval,Brest,2,1,H,0,0,D,1.9,2.87,4,2.2,2.8,3.2,1.9,2.9,4,2.1,2.8,3.3,1.91,2.9,4,1.91,2.88,4,1.9,2.9,3.9,2.3,1.46,1.9,1.68,-0.5,,,,,,,,,,,,
F2,18/03/05,Lorient,Clermont,1,0,H,0,0,D,1.8,2.75,5,1.95,2.75,4.1,1.85,2.8,4.45,1.85,2.8,4.2,1.8,2.9,4.5,1.83,2.75,4.6,1.9,2.9,3.9,2.1,1.56,1.85,1.72,-0.5,,,,,,,,,,,,
F2,18/03/05,Montpellier,Gueugnon,1,1,D,0,1,A,1.83,2.8,4.2,1.9,2.85,4.05,1.9,2.9,4,1.85,2.8,4.2,1.8,3,4.33,1.85,2.88,4.2,1.85,2.85,4.25,2.2,1.51,1.9,1.68,-0.5,,,,,,,,,,,,
F2,18/03/05,Sedan,Grenoble,1,2,A,0,0,D,1.66,3,5.5,1.65,3,5.5,1.7,3,5,1.7,2.9,4.8,1.6,3,6,1.67,3,5.2,1.65,3.05,5.2,2.3,1.46,1.7,1.88,-0.5,,,,,,,,,,,,
F2,20/03/05,AS Nancy Lorraine,Amiens,1,2,A,0,1,A,1.57,3.25,5.5,1.55,3.2,6,1.57,3.1,6.2,1.5,3.3,5.8,1.6,3,6,1.57,3.1,6,1.55,3.2,5.9,2.1,1.56,1.57,2.07,-0.5,,,,,,,,,,,,
